ATS7i,AATS5m,AATS4p,AATS5p,AATS3i,AATS1s,AATS5s,ATSC7m,ATSC1v,ATSC7e,ATSC5s,AATSC0s,AATSC6s,MATS8c,MATS3e,MATS5i,GATS3c,GATS4m,GATS3v,GATS5e,SpMAD_Dzp,VR2_Dzs,BCUTc-1l,SpMax7_Bhm,SpMax6_Bhv,SpMin2_Bhv,SpMin1_Bhe,SpMax1_Bhp,SpMin2_Bhs,VCH-6,VPC-5,ASP-3,ASP-4,ASP-6,ASP-7,SHBd,SHdsCH,minHdsCH,minsCH3,mindssC,maxHdsCH,maxsCH3,hmax,MLFER_BO,MLFER_S,nTG12HeteroRing,GGI6,JGI4,SRW8,XLogP,pIC50
13249.43348,54.65880657,1.392324976,1.250265209,150.184016,3.579166667,3.204134367,1073.210946,-111.3684321,2.584567045,-14.75887574,1.245233399,-0.314057922,0.091348897,0.140859595,0.021076136,1.001982195,1.02851724,1.033647768,1.555849789,10.13077041,10.31207195,-0.372155635,2.614619249,2.765050392,1.89943942,1.888032742,3.848945237,1.778557747,0.045678533,1.083682692,0.192003771,0.126930098,0.05409023,0.036374791,0,1.212204861,0.588231293,1.543467078,-0.123285436,0.623973569,1.547201072,0.656452403,1.058,2.842,0,0.263673469,0.042518519,8.183955717,2.285,6.457174573
6360.087427,56.73477102,1.413487824,1.379521233,149.1131327,3.33015873,3.051724138,-194.4510881,46.78501147,-0.29256335,2.85899398,1.129680645,0.069182992,-0.120745638,-0.024255323,0.007242618,0.79522912,1.145015018,1.05859598,1.160814868,7.326392292,10.55165954,-0.293743944,2.566821988,2.702349477,1.921438023,2.042140282,4.009049572,1.825388816,0.076679239,0.967180031,0.192972519,0.12525793,0.053833408,0.035973938,0,1.124861111,0.54375,0,-3.65E-04,0.581111111,0,0.602777778,0.895,2.065,0,0.184489796,0.041269841,8.141189793,6.126,6.457174573
8071.545422,54.84225444,1.39150151,1.253050523,150.7612394,3.543209877,3.144757433,18.68150753,-68.23752616,-0.04640174,-0.918684807,1.267891156,-0.130778534,0.014375562,-0.117128631,-0.109038838,1.179192682,1.08066766,1.03627953,0.985382094,9.200640193,189.9198542,-0.400995373,2.56655955,2.671652085,1.896908124,1.88536898,3.844353711,1.80024433,0.048901461,0.862124435,0.198160617,0.129061896,0.05705595,0.038723632,0,1.183680162,0.568113623,1.524189815,-0.131151738,0.615566539,1.568029573,0.642663913,1.23,2.007,0,0.306122449,0.040185185,8.042699497,2.729,6.364516253
4902.379997,59.514597,1.278909587,1.333472582,152.2879061,3.762452107,3.621693122,50.87533472,59.76962754,0.754200796,-4.736111111,1.901785714,-0.3871997,-0.192810534,-0.09446241,-0.004609175,0.955049926,1.044949525,1.114359182,1.167540535,7.116742679,6.886230981,-0.38599277,2.410324783,2.512747787,1.892391998,1.882275059,3.835819938,1.78493561,0.052622978,0.56006249,0.204808246,0.137400424,0.061015995,0.040692623,0.613414512,1.158333333,0.556388889,0,-0.109775132,0.601944444,0,0.646759259,1.134,2.021,0,0.183673469,0.033333333,7.829232538,2.865,6.331614083
6413.663121,57.28885343,1.342866375,1.286719825,151.4378644,3.498263889,3.407407407,-206.4238627,-27.45454885,-0.570973831,12.44372182,1.296392647,-0.010238681,-0.095210104,-0.093857505,0.023805464,0.948436356,1.123521007,1.074556263,0.852340979,8.077310918,7.88153285,-0.37425223,2.485601907,2.52614956,1.89469352,1.883317915,3.838074269,1.806125417,0.052622978,0.620853243,0.2055331,0.134251425,0.060307641,0.040292292,0,1.151992276,0.555149872,1.578439577,-0.057636054,0.596842404,1.578439577,0.609537037,1.049,1.884,0,0.142857143,0.036296296,7.878155337,3.173,6.318758763
13249.43348,54.65880657,1.392324976,1.250265209,150.184016,3.579166667,3.204134367,1073.210946,-111.3684321,2.584567045,-14.75887574,1.245233399,-0.314057922,0.091348897,0.140859595,0.021076136,1.001982195,1.02851724,1.033647768,1.555849789,10.13077041,10.31207195,-0.372155635,2.614619249,2.765050392,1.89943942,1.888032742,3.848945237,1.778557747,0.045678533,1.083682692,0.192003771,0.126930098,0.05409023,0.036374791,0,1.212204861,0.588231293,1.543467078,-0.123285436,0.623973569,1.547201072,0.656452403,1.058,2.842,0,0.263673469,0.042518519,8.183955717,2.285,6.288192771
5303.578115,50.1201688,1.340567382,1.252017107,151.4378644,3.498263889,2.966049383,-110.4693554,-27.45454885,-0.220721765,-2.491762053,1.296392647,0.35691462,-0.226176086,-0.093857505,-0.013373262,0.903985657,1.204285441,1.074556263,0.855396923,8.296366432,10.90566487,-0.374277455,2.566554306,2.645815032,1.89474592,1.883209781,3.837705517,1.806203077,0.052622978,0.601080107,0.207879355,0.136738341,0.059875276,0.04217241,0,1.144893314,0.55238233,1.596362906,-0.040272109,0.592510984,1.596362906,0.608211662,1.049,1.884,0,0.224489796,0.03372549,7.875119281,3.173,6.279840697
4532.477202,81.0488429,1.525149016,1.538465234,151.0847386,3.370517343,3.28679962,-29.51699034,1.494046428,0.342109259,2.46653219,1.299609092,-0.282577873,0.022345887,0.011074455,0.030450199,0.938500113,1.045376399,1.051998568,1.062445623,6.982739791,8.856101388,-0.293686301,2.565715994,2.526682013,1.885758034,1.88780799,3.870507626,1.781582619,0.048901461,1.040954746,0.206386805,0.132083074,0.058972983,0.039485517,0,1.075645769,0.507770919,0,-0.002970836,0.56787485,0,0.631361835,0.836,1.946,0,0.222857143,0.042614379,7.949797216,3.809,6.20481541
6360.087427,56.73477102,1.413487824,1.379521233,149.1131327,3.33015873,3.051724138,-194.4510881,46.78501147,-0.29256335,2.85899398,1.129680645,0.069182992,-0.120745638,-0.024255323,0.007242618,0.79522912,1.145015018,1.05859598,1.160814868,7.326392292,10.55165954,-0.293743944,2.566821988,2.702349477,1.921438023,2.042140282,4.009049572,1.825388816,0.076679239,0.967180031,0.192972519,0.12525793,0.053833408,0.035973938,0,1.124861111,0.54375,0,-3.65E-04,0.581111111,0,0.602777778,0.895,2.065,0,0.184489796,0.041269841,8.141189793,6.126,6.196542884
10622.84963,65.71398048,1.599839798,1.552607651,147.3192708,3.259259259,3.224836601,-108.7664782,79.64356576,-0.300522225,5.106801081,0.986777705,-0.049135255,-0.065796618,-0.012892747,-0.097890877,0.799191198,1.024598418,0.955549977,1.245221119,7.510873782,7.984132157,-0.293744015,2.742227135,2.8636192,1.922292287,2.142023723,4.119140813,1.818893029,0.098442951,1.76654958,0.176537932,0.111756665,0.045770404,0.030064278,0,1.124861111,0.54375,0,7.46E-04,0.581111111,0,0.602777778,0.955,2.407,0,0.363265306,0.040888889,8.476996002,8.002,6.174573882
8817.914722,53.65431263,1.370622723,1.248620409,150.7619617,3.543209877,3.278571429,128.5676673,-68.23752616,-0.518283069,0.944444444,1.267891156,0.260833882,-0.186182954,0.058151663,0.007140883,0.854839863,1.153679454,1.052530384,1.160137961,9.310466108,14.31874615,-0.372280083,2.566754696,2.669816572,1.897122147,1.8850369,3.843291888,1.800554837,0.048901461,0.837353284,0.199673767,0.131472271,0.056818066,0.038815058,0,1.172024479,0.563782203,1.53927291,-0.102031368,0.608242276,1.55719624,0.635522155,1.07,2.382,0,0.224489796,0.041932367,8.040124664,2.729,6.151810883
6359.554178,53.63034169,1.412370896,1.375628203,149.1131327,3.33015873,2.909961686,10.92016066,46.78501147,-0.007046259,3.902765024,1.129680645,-0.171066728,0.035169738,-0.024255323,0.007496275,0.948584499,1.131470408,1.05859598,0.99357458,7.359388912,10.24725588,-0.293688842,2.56779668,2.704415037,1.921945589,2.042641917,4.008908754,1.807791676,0.076679239,0.970637179,0.192786747,0.126005941,0.055077538,0.03671702,0,1.1075,0.526388889,0,-0.035871651,0.581111111,0,0.6375,0.895,2.065,0,0.201632653,0.037460317,8.141189793,6.759,6.129596095
6413.130256,52.84735326,1.341560138,1.284711751,151.4378644,3.498263889,3.03909465,219.5009129,-27.45454885,0.901917394,2.639062319,1.296392647,-0.242317534,-0.031920317,-0.093857505,0.023527758,1.04941608,1.108869929,1.074556263,0.99767023,8.102337125,13.51761833,-0.374254619,2.478081474,2.525931543,1.894858771,1.884447031,3.838094455,1.79068435,0.052622978,0.623703275,0.20529608,0.135538979,0.060170829,0.041125688,0,1.146286848,0.549444444,1.614701072,-0.063963057,0.596842404,1.614701072,0.644259259,1.049,1.884,0,0.183673469,0.031851852,7.878155337,3.384,6.123782159
8266.835902,55.41391358,1.424791909,1.323209117,148.6968893,3.386039886,2.939878234,-201.5655695,14.50093743,-0.253746156,5.578970863,1.121012905,0.008929538,0.244076036,-0.081342949,0.012727544,0.877635519,1.145442799,1.058804849,0.945164918,8.893674318,7.583608538,-0.374276266,2.632305118,2.812334862,1.921653371,2.042800134,4.011669988,1.819126478,0.072957722,1.111101589,0.192665661,0.122407769,0.05235505,0.034078997,0,1.137054255,0.549183884,1.641165963,-0.02632304,0.58787037,1.641165963,0.606506821,1.109,2.226,0,0.284081633,0.047111111,8.249313746,4.627,6.099632871
4754.064407,70.06508194,1.292948096,1.343972155,159.5519143,4.162698413,4.310541311,-44.90580706,5.71079928,0.567625926,-9.242341107,3.909769852,-0.860145064,0.029405514,0.075828809,-0.014308902,0.894987756,1.169536421,1.093114124,0.928938291,8.268083798,10.86281815,-0.293702527,2.478243779,2.51901684,1.893687281,1.884029795,3.842287531,1.770624892,0.048901461,0.596643899,0.206386805,0.132083074,0.058972983,0.039485517,0,1.252454649,0.611111111,0,-0.242747071,0.641343537,0,0.727969892,0.836,1.782,0,0.222857143,0.042614379,7.949797216,3.535,6.065501549
9182.476146,61.8564488,1.366308667,1.252161396,150.7619557,3.540123457,3.512077295,-544.1424843,-68.23752616,-1.130566456,30.19646259,1.267891156,-0.180589569,-0.057363083,-0.146856786,0.019489478,1.118269629,1.038339363,1.077823127,0.751997548,9.19120776,45.05398893,-0.375091682,2.566767006,2.650920199,1.897016474,1.885129004,3.84352888,1.800400099,0.048901461,0.780125034,0.20161431,0.127122504,0.05806693,0.03792155,0,1.179123441,0.566549745,1.550106243,-0.119395314,0.612573696,1.550106243,0.623299933,1.23,2.007,0,0.142857143,0.045410628,8.019283793,2.729,6.056011125
6368.072854,54.87748078,1.434199062,1.348357622,149.2209441,3.33015873,2.988888889,-289.1766644,46.78501147,-0.028537895,4.279767371,1.129680645,-0.050696358,-0.009629805,-0.048533014,0.042592297,0.886287332,1.1507299,1.0387954,1.122121039,7.177101922,11.96702683,-0.293744054,2.619181914,2.649055657,1.922271877,2.042180151,4.009092906,1.83106022,0.076679239,0.974409846,0.192972519,0.12525793,0.053833408,0.035973938,0,1.1075,0.5325,0,0.007004913,0.575,0,0.595408163,0.895,2.065,0,0.184489796,0.041269841,8.141189793,6.126,6.042392713
6734.902238,59.49277389,1.48340398,1.41605771,149.1901315,3.333333333,3.388888889,60.88021491,46.78501147,-0.110738505,0.555759616,1.129680645,-0.131925314,-0.014095443,-0.015909866,-0.089843915,0.832490062,1.070350013,0.998950713,1.485901197,7.046199325,253.887033,-0.293732192,2.564703182,2.61799074,1.918854443,2.048227853,4.017322041,1.822334966,0.076679239,1.122172387,0.187265538,0.122567223,0.053576769,0.035439664,0,1.124861111,0.54375,0,0.005234316,0.581111111,0,0.602777778,0.895,2.065,0,0.243265306,0.034444444,8.166500319,6.126,6.018634491
6413.130256,52.84735326,1.341560138,1.284711751,151.4378644,3.498263889,3.03909465,219.5009129,-27.45454885,0.901917394,2.639062319,1.296392647,-0.242317534,-0.031920317,-0.093857505,0.023527758,1.04941608,1.108869929,1.074556263,0.99767023,8.102337125,13.51761833,-0.374254619,2.478081474,2.525931543,1.894858771,1.884447031,3.838094455,1.79068435,0.052622978,0.623703275,0.20529608,0.135538979,0.060170829,0.041125688,0,1.146286848,0.549444444,1.614701072,-0.063963057,0.596842404,1.614701072,0.644259259,1.049,1.884,0,0.183673469,0.031851852,7.878155337,3.384,6
9233.60175,58.47297521,1.534326999,1.473630729,147.2571468,3.256613757,2.849108368,-158.7656916,79.64356576,-0.209107006,0.797501644,0.986777705,0.120019202,-0.121189403,-0.02063488,-0.014445885,0.757228642,1.127464501,1.003936671,1.009510344,7.886327427,8.129404921,-0.293756249,2.787099171,2.865346876,1.928569682,2.135672508,4.110615186,1.829794245,0.097512572,1.610386825,0.18148929,0.115360218,0.047829714,0.03138838,0,1.124861111,0.54375,0,-0.005845144,0.581111111,0,0.602777778,0.955,2.407,0,0.366530612,0.037132616,8.456806041,8.002,6
8817.161076,50.2280125,1.369505795,1.247071323,150.7619617,3.543209877,3.034920635,489.0541028,-68.23752616,1.015123559,-6.019047619,1.267891156,-0.150200424,0.123732179,0.058151663,0.006934925,0.943834659,1.141549267,1.052530384,1.251178448,9.349512416,8.675763365,-0.372281308,2.567683366,2.672207918,1.897320508,1.886184616,3.843303131,1.784345129,0.048901461,0.838776451,0.199471603,0.132335361,0.057966235,0.038819307,0,1.173418013,0.565175737,1.575534406,-0.089921396,0.608242276,1.582633745,0.649693144,1.07,2.382,0,0.222857143,0.038454106,8.040124664,2.729,5.958607315
8266.835902,55.41391358,1.424791909,1.323209117,148.6968893,3.386039886,2.939878234,-201.5655695,14.50093743,-0.253746156,5.578970863,1.121012905,0.008929538,0.244076036,-0.081342949,0.012727544,0.877635519,1.145442799,1.058804849,0.945164918,8.893674318,7.583608538,-0.374276266,2.632305118,2.812334862,1.921653371,2.042800134,4.011669988,1.819126478,0.072957722,1.111101589,0.192665661,0.122407769,0.05235505,0.034078997,0,1.137054255,0.549183884,1.641165963,-0.02632304,0.58787037,1.641165963,0.606506821,1.109,2.226,0,0.284081633,0.047111111,8.249313746,4.627,5.920818754
6359.554178,53.63034169,1.412370896,1.375628203,149.1131327,3.33015873,2.909961686,10.92016066,46.78501147,-0.007046259,3.902765024,1.129680645,-0.171066728,0.035169738,-0.024255323,0.007496275,0.948584499,1.131470408,1.05859598,0.99357458,7.359388912,10.24725588,-0.293688842,2.56779668,2.704415037,1.921945589,2.042641917,4.008908754,1.807791676,0.076679239,0.970637179,0.192786747,0.126005941,0.055077538,0.03671702,0,1.1075,0.526388889,0,-0.035871651,0.581111111,0,0.6375,0.895,2.065,0,0.201632653,0.037460317,8.141189793,6.759,5.920818754
6413.130256,52.84735326,1.341560138,1.284711751,151.4378644,3.498263889,3.03909465,219.5009129,-27.45454885,0.901917394,2.639062319,1.296392647,-0.242317534,-0.031920317,-0.093857505,0.023527758,1.04941608,1.108869929,1.074556263,0.99767023,8.102337125,13.51761833,-0.374254619,2.478081474,2.525931543,1.894858771,1.884447031,3.838094455,1.79068435,0.052622978,0.623703275,0.20529608,0.135538979,0.060170829,0.041125688,0,1.146286848,0.549444444,1.614701072,-0.063963057,0.596842404,1.614701072,0.644259259,1.049,1.884,0,0.183673469,0.031851852,7.878155337,3.384,5.89279003
6734.902238,59.49277389,1.48340398,1.41605771,149.1901315,3.333333333,3.388888889,60.88021491,46.78501147,-0.110738505,0.555759616,1.129680645,-0.131925314,-0.014095443,-0.015909866,-0.089843915,0.832490062,1.070350013,0.998950713,1.485901197,7.046199325,253.887033,-0.293732192,2.564703182,2.61799074,1.918854443,2.048227853,4.017322041,1.822334966,0.076679239,1.122172387,0.187265538,0.122567223,0.053576769,0.035439664,0,1.124861111,0.54375,0,0.005234316,0.581111111,0,0.602777778,0.895,2.065,0,0.243265306,0.034444444,8.166500319,6.126,5.886056648
8817.161076,50.2280125,1.369505795,1.247071323,150.7619617,3.543209877,3.034920635,489.0541028,-68.23752616,1.015123559,-6.019047619,1.267891156,-0.150200424,0.123732179,0.058151663,0.006934925,0.943834659,1.141549267,1.052530384,1.251178448,9.349512416,8.675763365,-0.372281308,2.567683366,2.672207918,1.897320508,1.886184616,3.843303131,1.784345129,0.048901461,0.838776451,0.199471603,0.132335361,0.057966235,0.038819307,0,1.173418013,0.565175737,1.575534406,-0.089921396,0.608242276,1.582633745,0.649693144,1.07,2.382,0,0.222857143,0.038454106,8.040124664,2.729,5.853871964
5520.824506,58.43476637,1.356685358,1.299898281,150.9064484,3.595486111,3.202947846,3.10600546,-26.33499164,0.55943816,2.834104938,1.390895062,-0.31404321,0.074415074,-0.084504181,0.012751425,0.844912006,1.176690476,1.115453489,0.878385939,8.404292349,8.600961421,-0.343064734,2.549921343,2.564045202,1.883112652,1.876074736,3.853755805,1.760382973,0.082922152,0.806090741,0.19119749,0.124987348,0.054320084,0.036114202,0,1.182426304,0.570277778,0,-0.07799367,0.612148526,0,0.856277383,1.278,2.532,0,0.196780045,0.031549708,8.081784207,2.656,5.823908741
8071.545422,54.84225444,1.39150151,1.253050523,150.7612394,3.543209877,3.144757433,18.68150753,-68.23752616,-0.04640174,-0.918684807,1.267891156,-0.130778534,0.014375562,-0.117128631,-0.109038838,1.179192682,1.08066766,1.03627953,0.985382094,9.200640193,189.9198542,-0.400995373,2.56655955,2.671652085,1.896908124,1.88536898,3.844353711,1.80024433,0.048901461,0.862124435,0.198160617,0.129061896,0.05705595,0.038723632,0,1.183680162,0.568113623,1.524189815,-0.131151738,0.615566539,1.568029573,0.642663913,1.23,2.007,0,0.306122449,0.040185185,8.042699497,2.729,5.823908741
5520.824506,58.43476637,1.356685358,1.299898281,150.9064484,3.595486111,3.202947846,3.10600546,-26.33499164,0.55943816,2.834104938,1.390895062,-0.31404321,0.074415074,-0.084504181,0.012751425,0.844912006,1.176690476,1.115453489,0.878385939,8.404292349,8.600961421,-0.343064734,2.549921343,2.564045202,1.883112652,1.876074736,3.853755805,1.760382973,0.082922152,0.806090741,0.19119749,0.124987348,0.054320084,0.036114202,0,1.182426304,0.570277778,0,-0.07799367,0.612148526,0,0.856277383,1.278,2.532,0,0.196780045,0.031549708,8.081784207,2.656,5.823908741
6413.304808,51.98650579,1.373012102,1.314434239,151.4370874,3.501736111,3.02281746,224.0654306,-27.45454885,-0.071354219,-3.656231934,1.296392647,0.172727839,0.071251374,-0.05399529,-0.104666717,0.963176173,1.189267672,1.030268356,0.976773168,7.894330581,7.950755291,-0.373615652,2.503011727,2.541506337,1.894705697,1.884809484,3.839308421,1.790468152,0.052622978,0.710410751,0.201274701,0.135818438,0.060148551,0.040322863,0,1.167430556,0.563263889,1.606756425,-0.074994331,0.604166667,1.606756425,0.64613233,1.049,1.884,0,0.265306122,0.025964912,7.905072849,3.384,5.818156412
5642.151949,51.45391476,1.317308242,1.241044579,151.5090867,3.779461279,3.421455939,-87.50222698,20.606879,0.541024582,-13.66031901,1.796630859,-0.15805447,0.015719377,0.050762374,-0.050291585,0.852882158,1.16577836,1.084476045,1.092890528,8.65516909,8.369352061,-0.383135897,2.567552076,2.670139876,1.895095389,1.883987646,3.84094444,1.778468919,0.048901461,0.742866315,0.202023872,0.135460035,0.058491404,0.039479471,0.573414512,1.185464498,0.572120181,1.482633745,-0.135733471,0.613344317,1.482633745,0.652193144,1.033,2.282,0,0.222857143,0.038222222,7.995980475,2.21,5.769551079
6413.304808,51.98650579,1.373012102,1.314434239,151.4370874,3.501736111,3.02281746,224.0654306,-27.45454885,-0.071354219,-3.656231934,1.296392647,0.172727839,0.071251374,-0.05399529,-0.104666717,0.963176173,1.189267672,1.030268356,0.976773168,7.894330581,7.950755291,-0.373615652,2.503011727,2.541506337,1.894705697,1.884809484,3.839308421,1.790468152,0.052622978,0.710410751,0.201274701,0.135818438,0.060148551,0.040322863,0,1.167430556,0.563263889,1.606756425,-0.074994331,0.604166667,1.606756425,0.64613233,1.049,1.884,0,0.265306122,0.025964912,7.905072849,3.384,5.759450752
4532.477202,81.0488429,1.525149016,1.538465234,151.0847386,3.370517343,3.28679962,-29.51699034,1.494046428,0.342109259,2.46653219,1.299609092,-0.282577873,0.022345887,0.011074455,0.030450199,0.938500113,1.045376399,1.051998568,1.062445623,6.982739791,8.856101388,-0.293686301,2.565715994,2.526682013,1.885758034,1.88780799,3.870507626,1.781582619,0.048901461,1.040954746,0.206386805,0.132083074,0.058972983,0.039485517,0,1.075645769,0.507770919,0,-0.002970836,0.56787485,0,0.631361835,0.836,1.946,0,0.222857143,0.042614379,7.949797216,3.809,5.698970004
10168.47115,61.75218111,1.66479896,1.539304181,145.3585374,3.224691358,2.996527778,140.9865738,103.7734101,-0.021231738,-2.743803292,0.938726948,0.018804944,-0.072713682,-0.018238636,-0.099154163,0.756675445,1.043725821,0.926618102,1.231568257,7.774325811,8.723761742,-0.293749844,2.800150748,2.968801378,1.928431411,2.219285119,4.200813023,1.823117897,0.111401461,2.417889765,0.167860192,0.10494207,0.041971835,0.027018192,0,1.124861111,0.54375,0,0.006284486,0.581111111,0,0.602777778,0.991,2.649,0,0.507755102,0.038518519,8.695674049,8.524,5.677780705
10168.47115,61.75218111,1.66479896,1.539304181,145.3585374,3.224691358,2.996527778,140.9865738,103.7734101,-0.021231738,-2.743803292,0.938726948,0.018804944,-0.072713682,-0.018238636,-0.099154163,0.756675445,1.043725821,0.926618102,1.231568257,7.774325811,8.723761742,-0.293749844,2.800150748,2.968801378,1.928431411,2.219285119,4.200813023,1.823117897,0.111401461,2.417889765,0.167860192,0.10494207,0.041971835,0.027018192,0,1.124861111,0.54375,0,0.006284486,0.581111111,0,0.602777778,0.991,2.649,0,0.507755102,0.038518519,8.695674049,8.524,5.657577319
7780.606818,53.96288409,1.438911039,1.408609751,149.6575523,3.296296296,2.887301587,134.6266515,49.54903193,0.061467141,-3.602710819,1.040012986,0.073180853,-0.026413377,-0.01549124,0.002812054,0.799976335,1.124771616,1.048650819,1.142731701,8.169145299,7.86889382,-0.293750263,2.619181914,2.645815032,1.926529845,2.015308229,3.979535093,1.838531919,0.084697992,0.953105483,0.197249555,0.130458746,0.053847024,0.03634157,0,1.124861111,0.54375,0,-0.010680797,0.581111111,0,0.602777778,0.919,2.165,0,0.384489796,0.020185185,8.169902647,7.48,5.638272164
5303.578115,50.1201688,1.340567382,1.252017107,151.4378644,3.498263889,2.966049383,-110.4693554,-27.45454885,-0.220721765,-2.491762053,1.296392647,0.35691462,-0.226176086,-0.093857505,-0.013373262,0.903985657,1.204285441,1.074556263,0.855396923,8.296366432,10.90566487,-0.374277455,2.566554306,2.645815032,1.89474592,1.883209781,3.837705517,1.806203077,0.052622978,0.601080107,0.207879355,0.136738341,0.059875276,0.04217241,0,1.144893314,0.55238233,1.596362906,-0.040272109,0.592510984,1.596362906,0.608211662,1.049,1.884,0,0.224489796,0.03372549,7.875119281,3.173,5.619788758
5642.151949,51.45391476,1.317308242,1.241044579,151.5090867,3.779461279,3.421455939,-87.50222698,20.606879,0.541024582,-13.66031901,1.796630859,-0.15805447,0.015719377,0.050762374,-0.050291585,0.852882158,1.16577836,1.084476045,1.092890528,8.65516909,8.369352061,-0.383135897,2.567552076,2.670139876,1.895095389,1.883987646,3.84094444,1.778468919,0.048901461,0.742866315,0.202023872,0.135460035,0.058491404,0.039479471,0.573414512,1.185464498,0.572120181,1.482633745,-0.135733471,0.613344317,1.482633745,0.652193144,1.033,2.282,0,0.222857143,0.038222222,7.995980475,2.21,5.585026652
4519.221401,117.1440803,1.505106782,1.551245887,150.595831,3.38877866,3.418328585,-485.471737,4.349573122,-0.142627292,-2.069883345,1.32828409,-0.046621204,-0.134851431,-0.081126812,-0.008339544,0.847955091,0.861552744,1.105378537,1.19185908,6.651756342,7.077588049,-0.293734221,2.489662088,2.514793913,1.887633438,1.885130072,3.865830052,1.807854908,0.052622978,0.91331858,0.205062823,0.13574084,0.060270881,0.040018945,0,1.110583795,0.537703137,0,0.049030612,0.572880658,0,0.599119799,0.823,1.935,0,0.142857143,0.038333333,7.829232538,4.051,5.585026652
4902.379997,59.514597,1.278909587,1.333472582,152.2879061,3.762452107,3.621693122,50.87533472,59.76962754,0.754200796,-4.736111111,1.901785714,-0.3871997,-0.192810534,-0.09446241,-0.004609175,0.955049926,1.044949525,1.114359182,1.167540535,7.116742679,6.886230981,-0.38599277,2.410324783,2.512747787,1.892391998,1.882275059,3.835819938,1.78493561,0.052622978,0.56006249,0.204808246,0.137400424,0.061015995,0.040692623,0.613414512,1.158333333,0.556388889,0,-0.109775132,0.601944444,0,0.646759259,1.134,2.021,0,0.183673469,0.033333333,7.829232538,2.865,5.537602002
8817.914722,53.65431263,1.370622723,1.248620409,150.7619617,3.543209877,3.278571429,128.5676673,-68.23752616,-0.518283069,0.944444444,1.267891156,0.260833882,-0.186182954,0.058151663,0.007140883,0.854839863,1.153679454,1.052530384,1.160137961,9.310466108,14.31874615,-0.372280083,2.566754696,2.669816572,1.897122147,1.8850369,3.843291888,1.800554837,0.048901461,0.837353284,0.199673767,0.131472271,0.056818066,0.038815058,0,1.172024479,0.563782203,1.53927291,-0.102031368,0.608242276,1.55719624,0.635522155,1.07,2.382,0,0.224489796,0.041932367,8.040124664,2.729,5.508638306
4547.904164,84.06802464,1.433965764,1.481226659,151.6581555,3.405496767,3.490345046,-185.339184,5.352272991,-0.187620082,-0.834790064,1.316471422,-0.054449917,-0.141943109,-0.093661069,0.013893756,0.850658941,0.973661311,1.103953688,1.091848698,6.711504134,6.880476711,-0.29373496,2.434742822,2.514549379,1.889023186,1.884100573,3.851033072,1.807092856,0.052622978,0.718158123,0.205062823,0.13574084,0.060270881,0.040018945,0,1.11162485,0.538144054,0,0.037796044,0.573480796,0,0.599386526,0.823,1.856,0,0.142857143,0.038333333,7.829232538,3.713,5.468521083
6413.663121,57.28885343,1.342866375,1.286719825,151.4378644,3.498263889,3.407407407,-206.4238627,-27.45454885,-0.570973831,12.44372182,1.296392647,-0.010238681,-0.095210104,-0.093857505,0.023805464,0.948436356,1.123521007,1.074556263,0.852340979,8.077310918,7.88153285,-0.37425223,2.485601907,2.52614956,1.89469352,1.883317915,3.838074269,1.806125417,0.052622978,0.620853243,0.2055331,0.134251425,0.060307641,0.040292292,0,1.151992276,0.555149872,1.578439577,-0.057636054,0.596842404,1.578439577,0.609537037,1.049,1.884,0,0.142857143,0.036296296,7.878155337,3.173,5.455931956
5303.578115,50.1201688,1.340567382,1.252017107,151.4378644,3.498263889,2.966049383,-110.4693554,-27.45454885,-0.220721765,-2.491762053,1.296392647,0.35691462,-0.226176086,-0.093857505,-0.013373262,0.903985657,1.204285441,1.074556263,0.855396923,8.296366432,10.90566487,-0.374277455,2.566554306,2.645815032,1.89474592,1.883209781,3.837705517,1.806203077,0.052622978,0.601080107,0.207879355,0.136738341,0.059875276,0.04217241,0,1.144893314,0.55238233,1.596362906,-0.040272109,0.592510984,1.596362906,0.608211662,1.049,1.884,0,0.224489796,0.03372549,7.875119281,3.173,5.443697499
6360.087427,56.73477102,1.413487824,1.379521233,149.1131327,3.33015873,3.051724138,-194.4510881,46.78501147,-0.29256335,2.85899398,1.129680645,0.069182992,-0.120745638,-0.024255323,0.007242618,0.79522912,1.145015018,1.05859598,1.160814868,7.326392292,10.55165954,-0.293743944,2.566821988,2.702349477,1.921438023,2.042140282,4.009049572,1.825388816,0.076679239,0.967180031,0.192972519,0.12525793,0.053833408,0.035973938,0,1.124861111,0.54375,0,-3.65E-04,0.581111111,0,0.602777778,0.895,2.065,0,0.184489796,0.041269841,8.141189793,6.126,5.356547324
4563.852007,58.05395069,1.308656066,1.357129258,152.2389414,3.444444444,3.282051282,-143.3307919,9.991658607,-0.200910305,2.37037037,1.333333333,-0.226216412,-0.028998683,-0.020684422,0.023806358,1.00644639,1.092286044,1.07230675,1.175440545,6.493632844,6.221886543,-0.293676207,2.402954699,2.511580834,1.892183332,1.882615777,3.832743797,1.797916298,0.056920215,0.462042705,0.208382776,0.139761194,0.061596382,0.041500526,0,1.1075,0.526388889,0,-0.030599017,0.581111111,0,0.6375,0.835,1.723,0,0.142857143,0.024444444,7.717351272,4.883,5.327902142
